"Member ID","Location","Joined Group on","Last visited group on","Last Attended","Total RSVPs","RSVPed Yes","RSVPed Maybe","RSVPed No","Meetups attended","No shows","Intro","Photo","Assistant Organizer","Mailing List","R Experience"
1826,"Chicago, IL","January 21, 2016","September 9, 2016","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1827,"Libertyville, IL","August 8, 2018","August 8, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1828,"New York, NY","March 7, 2017","March 7, 2017","",1,0,0,1,0,0,"No","Yes","No","Yes",""
1829,"Chicago, IL","November 4, 2013","May 3, 2017","March 12, 2015",1,1,0,0,1,0,"No","No","No","Yes",""
1830,"Chicago, IL","February 23, 2012","June 13, 2021","June 16, 2021",4,4,0,0,4,0,"No","Yes","No","Yes",""
1831,"San Francisco, CA","January 8, 2013","May 30, 2018","May 30, 2018",2,1,0,1,1,0,"Yes","Yes","No","No","6 years or so"
1832,"San Francisco, CA","September 6, 2012","September 20, 2012","October 3, 2012",1,1,0,0,1,0,"Yes","Yes","No","Yes","Less than 1 Yr"
1833,"Chicago, IL","April 24, 2016","April 24, 2016","",0,0,0,0,0,0,"No","No","No","Yes",""
1834,"Naperville, IL","April 4, 2019","April 4, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1835,"Chicago, IL","November 28, 2018","February 19, 2019","February 27, 2019",2,2,0,0,2,0,"No","No","No","Yes",""
1836,"San Francisco, CA","April 30, 2014","August 22, 2017","",0,0,0,0,0,0,"Yes","Yes","No","Yes",""
1837,"Chicago, IL","February 17, 2014","November 13, 2017","November 15, 2017",1,1,0,0,1,0,"No","Yes","No","Yes",""
1838,"Chicago, IL","January 13, 2017","June 21, 2017","March 7, 2017",2,1,0,1,1,0,"No","No","No","Yes",""
1839,"Chicago, IL","October 26, 2017","May 19, 2018","May 30, 2018",2,1,0,1,1,0,"No","No","No","Yes",""
1840,"San Francisco, CA","March 8, 2012","August 13, 2012","August 15, 2012",1,1,0,0,1,0,"No","No","No","Yes",""
1841,"Chicago, IL","January 23, 2020","June 5, 2022","June 16, 2021",3,3,0,0,3,0,"No","Yes","No","Yes",""
1842,"Chicago, IL","May 1, 2014","September 6, 2017","October 23, 2014",2,2,0,0,2,0,"No","No","No","Yes","SInce about 2010"
1843,"Chicago, IL","August 10, 2011","July 7, 2018","April 2, 2015",3,2,0,1,2,0,"No","Yes","No","Yes",""
1844,"Chicago, IL","October 20, 2017","October 20, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1845,"Chicago, IL","November 29, 2015","July 23, 2016","December 2, 2015",1,1,0,0,1,0,"No","No","No","Yes",""
1846,"Chicago, IL","January 28, 2017","January 28, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1847,"Chicago, IL","January 3, 2017","June 8, 2017","July 15, 2017",4,4,0,0,4,0,"No","Yes","No","Yes",""
1848,"Boston, MA","November 15, 2011","August 20, 2014","January 26, 2012",1,1,0,0,1,0,"No","Yes","No","No",""
1849,"Chicago, IL","December 25, 2017","December 25, 2017","",0,0,0,0,0,0,"No","No","No","Yes",""
1850,"Chicago, IL","October 22, 2013","October 5, 2019","",0,0,0,0,0,0,"Yes","Yes","No","Yes","I have barely used it, would like to learn more."
1851,"Chicago, IL","August 6, 2013","November 26, 2019","November 26, 2019",7,7,0,0,7,0,"Yes","Yes","No","Yes","2 years"
1852,"Chicago, IL","October 31, 2017","September 22, 2018","May 30, 2018",2,1,0,1,1,0,"No","Yes","No","Yes",""
1853,"Chicago, IL","September 21, 2017","October 16, 2018","October 16, 2018",8,7,0,1,7,0,"No","Yes","No","Yes",""
1854,"Chicago, IL","July 12, 2017","November 26, 2019","November 26, 2019",3,2,0,1,2,0,"No","Yes","No","Yes",""
1855,"Chicago, IL","March 28, 2017","March 28, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1856,"Palo Alto, CA","May 23, 2013","May 23, 2013","",0,0,0,0,0,0,"Yes","Yes","No","Yes","a few years"
1857,"Ingleside, IL","April 5, 2018","April 5, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1858,"Chicago, IL","April 13, 2018","April 13, 2018","April 14, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
1859,"Saint Louis, MO","April 5, 2010","May 20, 2018","May 14, 2014",10,1,0,9,1,0,"Yes","Yes","No","Yes","7+ years"
1860,"Chicago, IL","June 28, 2015","July 31, 2015","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1861,"Chicago, IL","November 28, 2017","November 28, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1862,"Chicago, IL","May 1, 2017","October 26, 2017","November 15, 2017",2,1,0,1,1,0,"No","No","No","Yes",""
1863,"Chicago, IL","September 10, 2015","March 15, 2017","",1,0,0,1,0,0,"No","Yes","No","Yes",""
1864,"Chicago, IL","March 2, 2015","May 21, 2018","May 30, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
1865,"Chicago, IL","January 25, 2013","November 1, 2015","November 5, 2015",5,3,0,2,3,0,"Yes","Yes","No","Digest","5+ years"
1866,"Chicago, IL","June 7, 2019","June 7, 2019","",1,0,0,1,0,0,"No","Yes","No","Yes",""
1867,"Chicago, IL","July 12, 2012","November 13, 2014","February 7, 2013",4,3,0,1,3,0,"Yes","Yes","No","No",""
1868,"Chicago, IL","February 11, 2015","February 27, 2015","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1869,"Normal, IL","December 4, 2015","December 4, 2015","",0,0,0,0,0,0,"No","No","No","Yes",""
1870,"Chicago, IL","July 20, 2018","November 25, 2019","November 26, 2019",2,2,0,0,2,0,"No","Yes","No","Yes",""
1871,"Chicago, IL","September 7, 2011","September 9, 2011","September 8, 2011",1,1,0,0,1,0,"No","Yes","No","Yes",""
1872,"Chicago, IL","October 5, 2018","February 5, 2019","November 14, 2018",2,2,0,0,2,0,"No","No","No","Yes",""
1873,"Chicago, IL","February 27, 2020","February 27, 2020","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1874,"Chicago, IL","May 2, 2018","February 19, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1875,"Chicago, IL","March 11, 2013","July 19, 2016","April 2, 2015",1,1,0,0,1,0,"No","Yes","No","Yes",""
1876,"Chicago, IL","March 26, 2020","March 26, 2020","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1877,"Chicago, IL","October 15, 2013","February 20, 2014","February 19, 2014",1,1,0,0,1,0,"Yes","Yes","No","Yes","6 months"
1878,"Chicago, IL","November 11, 2019","November 12, 2019","",0,0,0,0,0,0,"No","No","No","Yes",""
1879,"Chicago, IL","May 9, 2018","July 23, 2018","July 25, 2018",1,1,0,0,1,0,"No","No","No","Yes",""
1880,"Chicago, IL","May 1, 2013","May 1, 2013","May 1, 2013",1,1,0,0,1,0,"No","No","No","Yes",""
1881,"Northbrook, IL","November 2, 2016","November 2, 2016","",0,0,0,0,0,0,"No","No","No","Yes",""
1882,"Chicago, IL","April 10, 2014","February 10, 2018","February 15, 2018",2,2,0,0,2,0,"No","Yes","No","Yes",""
1883,"Chicago, IL","August 25, 2019","November 14, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1884,"Chicago, IL","June 5, 2013","April 6, 2014","",1,0,0,1,0,0,"No","No","No","Yes",""
1885,"Chicago, IL","October 14, 2015","November 1, 2015","",1,0,0,1,0,0,"No","Yes","No","Yes",""
1886,"Chicago, IL","January 19, 2019","July 1, 2022","July 11, 2022",3,3,0,0,3,0,"No","Yes","No","Yes",""
1887,"Chicago, IL","May 29, 2018","February 26, 2019","July 25, 2018",2,2,0,0,2,0,"No","No","No","Yes",""
1888,"Chicago, IL","January 29, 2015","January 29, 2015","",0,0,0,0,0,0,"No","No","No","Yes",""
1889,"Chicago, IL","February 19, 2014","November 3, 2014","April 16, 2014",2,2,0,0,2,0,"Yes","No","No","Yes","I have been using R for two months."
1890,"Algonquin, IL","February 15, 2016","April 13, 2018","November 10, 2016",8,3,0,5,3,0,"No","No","No","Yes",""
1891,"Itasca, IL","May 15, 2012","October 19, 2015","May 30, 2012",1,1,0,0,1,0,"No","Yes","No","Yes",""
1892,"Naperville, IL","June 9, 2015","June 9, 2015","",0,0,0,0,0,0,"No","No","No","Yes",""
1893,"Chicago, IL","April 1, 2015","March 1, 2017","April 2, 2015",1,1,0,0,1,0,"No","Yes","No","Yes",""
1894,"Chicago, IL","February 2, 2015","February 2, 2015","",0,0,0,0,0,0,"No","No","No","Yes",""
1895,"Chicago, IL","August 29, 2013","February 15, 2017","March 7, 2017",2,2,0,0,2,0,"No","Yes","No","Yes",""
1896,"Chicago, IL","February 10, 2020","June 21, 2021","July 14, 2021",2,2,0,0,2,0,"No","No","No","Yes",""
1897,"Chicago, IL","October 16, 2014","October 16, 2014","October 23, 2014",1,1,0,0,1,0,"No","Yes","No","Yes",""
1898,"Chicago, IL","March 3, 2017","July 11, 2018","July 25, 2018",6,3,0,3,3,0,"No","Yes","No","Yes",""
1899,"Chicago, IL","September 21, 2012","September 21, 2012","October 3, 2012",1,1,0,0,1,0,"No","No","No","Yes",""
1900,"Chicago, IL","July 25, 2013","July 25, 2013","August 8, 2013",1,1,0,0,1,0,"No","No","No","Yes",""
1901,"Chicago, IL","March 27, 2015","March 27, 2015","April 2, 2015",1,1,0,0,1,0,"No","Yes","No","Yes",""
1902,"Charlotte, NC","March 7, 2020","March 7, 2020","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1903,"Chicago, IL","November 14, 2012","July 11, 2022","June 1, 2022",52,48,0,4,47,0,"Yes","Yes","Yes","Yes","10+ years"
1904,"Chicago, IL","July 16, 2018","July 30, 2018","July 25, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
1905,"New York, NY","October 28, 2013","July 21, 2019","July 30, 2019",13,13,0,0,13,0,"Yes","Yes","No","Yes","5 years"
1906,"Seattle, WA","March 8, 2015","July 12, 2015","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1907,"Chicago, IL","October 7, 2013","October 7, 2013","",0,0,0,0,0,0,"Yes","No","No","Yes","5 years"
1908,"Chicago, IL","April 8, 2012","April 23, 2022","February 27, 2019",4,3,0,1,3,0,"No","Yes","No","Yes",""
1909,"Chicago, IL","November 20, 2014","November 20, 2014","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1910,"Chicago, IL","July 24, 2018","March 1, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1911,"Washington, DC","September 9, 2018","January 23, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1912,"Chicago, IL","April 7, 2018","July 12, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1913,"Chicago, IL","October 19, 2019","October 19, 2019","October 24, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
1914,"Chicago, IL","March 21, 2019","June 6, 2019","June 11, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
1915,"Chicago, IL","July 11, 2014","July 11, 2014","",0,0,0,0,0,0,"Yes","Yes","No","Yes","2 years"
1916,"Chicago, IL","December 14, 2010","December 14, 2010","December 16, 2010",1,1,0,0,1,0,"No","No","No","Yes",""
1917,"Chicago, IL","August 31, 2011","August 31, 2011","September 8, 2011",1,1,0,0,1,0,"No","No","No","Yes",""
1918,"Chicago, IL","July 31, 2012","August 13, 2012","",0,0,0,0,0,0,"No","No","No","No",""
1919,"Chicago, IL","June 6, 2019","June 11, 2019","June 11, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
1920,"Chicago, IL","December 19, 2010","August 20, 2012","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1921,"Chicago, IL","June 8, 2019","June 8, 2019","June 11, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
1922,"Chicago, IL","August 7, 2016","December 6, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1923,"Santa Monica, CA","May 18, 2021","May 18, 2021","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1924,"Chicago, IL","February 7, 2018","February 7, 2018","",0,0,0,0,0,0,"No","No","No","Yes",""
1925,"Chicago, IL","April 8, 2010","March 20, 2019","February 27, 2019",18,14,0,4,14,0,"Yes","Yes","No","Yes","6 months"
1926,"Abhayapuri","August 2, 2015","August 2, 2015","",0,0,0,0,0,0,"No","No","No","Yes",""
1927,"Chicago, IL","June 29, 2014","February 14, 2018","",0,0,0,0,0,0,"Yes","Yes","No","Yes","2 years"
1928,"Chicago, IL","April 26, 2017","June 8, 2017","May 17, 2017",1,1,0,0,1,0,"No","Yes","No","Yes",""
1929,"Chicago, IL","September 14, 2018","October 12, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1930,"Chicago, IL","May 16, 2014","July 14, 2017","",0,0,0,0,0,0,"No","No","No","Yes",""
1931,"Chicago, IL","October 18, 2019","November 25, 2019","October 24, 2019",1,1,0,0,1,0,"No","No","No","Yes",""
1932,"Chicago, IL","August 24, 2021","August 24, 2021","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1933,"Chicago, IL","February 25, 2018","February 25, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1934,"Chicago, IL","May 12, 2017","June 8, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1935,"Chicago, IL","April 1, 2018","October 10, 2019","April 14, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
1936,"Chicago, IL","April 10, 2015","April 10, 2015","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1937,"Chicago, IL","January 30, 2018","November 5, 2018","February 15, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
1938,"Chicago, IL","January 6, 2016","January 6, 2016","",0,0,0,0,0,0,"No","No","No","Yes",""
1939,"Chicago, IL","April 13, 2018","May 19, 2018","May 30, 2018",2,2,0,0,2,0,"No","Yes","No","Yes",""
1940,"Sunnyvale, CA","August 26, 2016","February 23, 2019","February 27, 2019",11,8,0,3,8,0,"No","Yes","No","Yes",""
1941,"Chicago, IL","September 19, 2018","October 30, 2018","",0,0,0,0,0,0,"No","No","No","Yes",""
1942,"Chicago, IL","November 5, 2015","March 7, 2017","September 28, 2016",2,2,0,0,2,0,"No","Yes","No","Yes",""
1943,"San Francisco, CA","February 5, 2014","November 17, 2014","February 19, 2014",1,1,0,0,1,0,"Yes","Yes","No","Yes","- I picked up R almost 6 years ago, at my first job; where SAS was heavily used and R was still gaining territory. I find R to be an indispensable tool in any analyst’s toolkit as it offers a plethora of data analysis and predictive modeling methods."
1944,"Chicago, IL","July 5, 2016","July 8, 2016","August 3, 2016",1,1,0,0,1,0,"No","Yes","No","Yes",""
1945,"Chicago, IL","September 6, 2017","September 6, 2017","",0,0,0,0,0,0,"No","No","No","Yes",""
1946,"Chicago, IL","July 22, 2021","July 22, 2021","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1947,"Chicago, IL","July 14, 2016","April 26, 2017","November 10, 2016",2,2,0,0,2,0,"No","Yes","No","Yes",""
1948,"Chicago, IL","November 22, 2019","December 4, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1949,"Chicago, IL","November 10, 2014","January 28, 2015","",2,0,0,2,0,0,"Yes","Yes","No","Yes","I have been integrating R into my work for the last year."
1950,"Chicago, IL","August 28, 2013","November 27, 2018","September 11, 2013",2,1,0,1,1,0,"No","Yes","No","Yes",""
1951,"Chicago, IL","June 26, 2016","February 15, 2018","July 10, 2016",2,1,0,1,1,0,"No","No","No","Yes",""
1952,"Chicago, IL","March 30, 2018","May 19, 2018","May 30, 2018",1,1,0,0,1,0,"No","No","No","Yes",""
1953,"Chicago, IL","September 12, 2018","November 14, 2018","",0,0,0,0,0,0,"No","No","No","Yes",""
1954,"Kanata, ON","December 11, 2010","August 22, 2017","December 16, 2010",1,1,0,0,1,0,"No","Yes","No","Yes",""
1955,"Chicago, IL","April 24, 2022","May 18, 2022","June 1, 2022",1,1,0,0,1,0,"No","No","No","Yes",""
1956,"Lake Bluff, IL","November 10, 2016","May 24, 2021","October 14, 2017",2,2,0,0,2,0,"No","Yes","No","Yes",""
1957,"Chicago, IL","January 11, 2018","July 11, 2022","July 11, 2022",9,7,0,2,7,0,"No","Yes","No","Yes",""
1958,"Chicago, IL","August 2, 2012","October 10, 2018","July 25, 2018",3,2,0,1,2,0,"No","No","No","Yes",""
1959,"Chicago, IL","July 1, 2022","July 11, 2022","",1,0,0,1,0,0,"No","Yes","No","Yes",""
1960,"Chicago, IL","June 3, 2018","May 24, 2022","June 1, 2022",4,4,0,0,4,0,"No","No","No","Yes",""
1961,"Chicago, IL","August 18, 2019","August 18, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1962,"Chicago, IL","June 24, 2012","June 24, 2012","",0,0,0,0,0,0,"No","No","No","Digest",""
1963,"Chicago, IL","April 4, 2018","April 9, 2018","",1,0,0,1,0,0,"No","Yes","No","Yes",""
1964,"Chicago, IL","September 21, 2012","August 7, 2013","November 14, 2012",4,2,0,2,2,0,"No","No","No","No",""
1965,"Vitória da Conquista","June 11, 2020","June 11, 2020","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1966,"Chicago, IL","April 29, 2013","April 15, 2014","February 19, 2014",4,2,0,2,2,0,"No","Yes","No","Yes",""
1967,"Aurora, IL","November 23, 2017","April 13, 2018","",1,0,0,1,0,0,"No","Yes","No","Yes",""
1968,"Chicago, IL","October 8, 2017","November 12, 2018","May 30, 2018",4,4,0,0,4,0,"No","No","No","Yes",""
1969,"Chicago, IL","January 11, 2020","January 11, 2020","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1970,"Oak Brook, IL","February 20, 2012","February 25, 2019","",4,0,0,4,0,0,"No","Yes","No","Digest",""
1971,"Chicago, IL","April 9, 2018","May 14, 2019","April 14, 2018",1,1,0,0,1,0,"No","No","No","Yes",""
1972,"New York, NY","July 31, 2014","November 15, 2017","November 15, 2017",2,2,0,0,2,0,"Yes","Yes","No","Yes","1 year"
1973,"Munster, IN","February 16, 2020","February 20, 2020","February 19, 2020",1,1,0,0,1,0,"No","Yes","No","Yes",""
1974,"Chicago, IL","May 30, 2012","November 13, 2012","May 30, 2012",2,1,0,1,1,0,"No","Yes","No","Yes",""
1975,"Bolingbrook, IL","March 18, 2016","March 18, 2016","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1976,"Chicago, IL","September 22, 2016","October 11, 2019","February 15, 2018",11,10,0,1,10,0,"No","Yes","No","Yes",""
1977,"Chicago, IL","September 3, 2013","July 14, 2017","June 22, 2017",8,6,0,2,6,0,"Yes","Yes","No","Yes","I have been using R professionally since 2012."
1978,"Oak Park, IL","October 26, 2017","February 21, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1979,"Chicago, IL","February 19, 2020","February 19, 2020","February 19, 2020",1,1,0,0,1,0,"No","Yes","No","Yes",""
1980,"Chicago, IL","June 14, 2012","April 14, 2019","January 23, 2019",4,4,0,0,4,0,"Yes","Yes","No","Yes","new"
1981,"Lombard, IL","November 12, 2017","November 12, 2017","",0,0,0,0,0,0,"No","No","No","Yes",""
1982,"Cleveland, OH","February 17, 2020","February 17, 2020","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1983,"Chicago, IL","February 24, 2017","March 9, 2017","March 7, 2017",1,1,0,0,1,0,"No","Yes","No","Yes",""
1984,"Chicago, IL","November 8, 2018","November 14, 2018","",1,0,0,1,0,0,"No","Yes","No","Yes",""
1985,"Chicago, IL","November 18, 2021","November 18, 2021","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1986,"Chicago, IL","February 7, 2013","February 18, 2013","",0,0,0,0,0,0,"Yes","Yes","No","Yes","Two months."
1987,"Chicago, IL","August 3, 2016","October 25, 2017","September 28, 2016",2,1,0,1,1,0,"No","Yes","No","Yes",""
1988,"Chicago, IL","June 12, 2010","February 5, 2014","",1,0,0,1,0,0,"Yes","Yes","No","Digest",""
1989,"Glen Ellyn, IL","October 20, 2013","November 27, 2015","April 2, 2015",5,3,0,2,3,0,"No","Yes","No","Yes",""
1990,"Chicago, IL","April 30, 2013","May 29, 2013","May 1, 2013",1,1,0,0,1,0,"No","No","No","Digest",""
1991,"Chicago, IL","February 18, 2020","February 18, 2020","February 19, 2020",1,1,0,0,1,0,"No","No","No","Yes",""
1992,"Westchester, IL","May 18, 2013","June 25, 2013","",1,0,0,1,0,0,"Yes","No","No","Yes","Several"
1993,"Lincolnshire, IL","November 14, 2012","September 16, 2013","",1,0,0,1,0,0,"Yes","Yes","No","Digest","not an R user, yet"
1994,"Roselle, IL","July 3, 2011","October 1, 2012","",1,0,0,1,0,0,"No","No","No","Yes",""
1995,"Chicago, IL","April 8, 2018","February 1, 2020","January 29, 2020",2,2,0,0,2,0,"No","Yes","No","Yes",""
1996,"Lisle, IL","March 7, 2015","August 23, 2015","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1997,"San Francisco, CA","July 18, 2016","January 30, 2018","August 3, 2016",1,1,0,0,1,0,"No","Yes","No","Yes",""
1998,"Schaumburg, IL","March 24, 2018","March 24, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1999,"Arlington Heights, IL","June 28, 2018","June 30, 2021","August 30, 2018",2,2,0,0,2,0,"No","Yes","No","Yes",""
2000,"Chicago, IL","February 4, 2013","February 16, 2017","August 8, 2013",2,1,0,1,1,0,"Yes","Yes","No","Yes",""
2001,"Chicago, IL","October 16, 2014","October 16, 2014","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2002,"Evanston, IL","May 17, 2017","November 9, 2017","November 15, 2017",1,1,0,0,1,0,"No","Yes","No","Yes",""
2003,"Chicago, IL","December 10, 2014","May 30, 2015","",0,0,0,0,0,0,"No","No","No","Yes",""
2004,"Chicago, IL","January 19, 2017","September 6, 2017","January 26, 2017",1,1,0,0,1,0,"Yes","Yes","No","Yes","Less than a week, only introductory training."
2005,"Chicago, IL","February 9, 2018","February 9, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2006,"Milwaukee, WI","May 6, 2014","May 11, 2017","",1,0,0,1,0,0,"Yes","Yes","No","Yes","zero"
2007,"Chicago, IL","March 8, 2015","January 10, 2017","June 5, 2016",1,1,0,0,1,0,"No","Yes","No","No",""
2008,"North Chicago, IL","February 7, 2017","February 27, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2009,"Chicago, IL","July 28, 2017","October 26, 2017","November 15, 2017",1,1,0,0,1,0,"No","Yes","No","Yes",""
2010,"Chicago, IL","July 15, 2017","July 18, 2018","July 25, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
2011,"Palatine, IL","June 1, 2013","July 5, 2016","",1,0,0,1,0,0,"No","Yes","No","Yes",""
2012,"Chicago, IL","July 23, 2014","July 23, 2014","",0,0,0,0,0,0,"Yes","No","No","Yes","About a year and a half"
2013,"Naperville, IL","April 11, 2014","December 13, 2016","April 16, 2014",2,1,0,1,1,0,"Yes","Yes","No","Yes","Involved in a project that uses R intensively."
2014,"Chicago, IL","November 20, 2019","November 20, 2019","",0,0,0,0,0,0,"No","No","No","Yes",""
2015,"Chicago, IL","July 24, 2019","July 24, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2016,"Itasca, IL","August 7, 2017","August 30, 2017","",1,0,0,1,0,0,"No","Yes","No","Yes",""
2017,"Chicago, IL","May 17, 2013","May 17, 2013","May 30, 2013",1,1,0,0,1,0,"No","Yes","No","Yes",""
2018,"Chicago, IL","November 11, 2014","March 16, 2015","March 12, 2015",2,2,0,0,2,0,"No","Yes","No","Yes",""
2019,"Chicago, IL","October 14, 2018","January 29, 2020","January 29, 2020",4,4,0,0,4,0,"No","Yes","No","Yes",""
2020,"Chicago, IL","October 23, 2012","July 30, 2015","July 28, 2015",1,1,0,0,1,0,"Yes","No","No","No",""
2021,"Chicago, IL","February 26, 2020","February 26, 2020","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2022,"Chicago, IL","June 4, 2019","January 10, 2020","June 11, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
2023,"Chicago, IL","October 16, 2013","October 16, 2013","",0,0,0,0,0,0,"No","No","No","Yes",""
2024,"Evanston, IL","April 10, 2018","April 10, 2018","April 14, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
2025,"Chicago, IL","June 11, 2019","June 11, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2026,"Chicago, IL","February 7, 2017","February 7, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2027,"Chicago, IL","January 16, 2013","May 11, 2014","May 14, 2014",1,1,0,0,1,0,"Yes","Yes","No","Yes","< 1 year"
2028,"Chicago, IL","March 16, 2019","March 16, 2019","March 20, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
2029,"Chicago, IL","December 30, 2013","September 28, 2016","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2030,"Redmond, WA","April 27, 2016","April 27, 2016","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2031,"Chicago, IL","January 28, 2016","January 28, 2016","",0,0,0,0,0,0,"No","No","No","Yes",""
2032,"Chicago, IL","February 2, 2018","July 10, 2018","July 25, 2018",2,2,0,0,2,0,"No","Yes","No","Yes",""
2033,"Chicago, IL","September 19, 2016","September 19, 2016","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2034,"Pittsburgh, PA","March 11, 2015","October 22, 2015","April 2, 2015",1,1,0,0,1,0,"No","Yes","No","Yes",""
2035,"New York, NY","May 23, 2011","May 19, 2016","",3,0,0,3,0,0,"No","Yes","No","Yes",""
2036,"Chicago, IL","July 18, 2016","June 22, 2017","June 22, 2017",3,3,0,0,3,0,"Yes","Yes","No","Yes","2 years"
2037,"Indianapolis, IN","April 20, 2021","June 10, 2021","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2038,"Arlington, VA","January 29, 2019","February 26, 2019","February 27, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
2039,"Oak Park, IL","August 20, 2019","August 20, 2019","",1,0,0,1,0,0,"No","No","No","Yes",""
2040,"Kuala Lumpur","February 12, 2016","June 13, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2041,"Chicago, IL","May 20, 2018","May 25, 2018","May 30, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
2042,"Chicago, IL","October 13, 2014","October 13, 2014","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2043,"Chicago, IL","March 9, 2017","March 30, 2018","March 16, 2017",1,1,0,0,1,0,"No","Yes","No","No",""
2044,"Evanston, IL","October 14, 2010","May 9, 2013","March 23, 2011",2,2,0,0,2,0,"Yes","Yes","No","Yes","I used it for a stats class in college a number of years ago, and have recently picked up where I left off."
2045,"Chicago, IL","August 10, 2014","January 15, 2015","January 29, 2015",2,2,0,0,2,0,"Yes","Yes","No","Yes","4 yrs"
2046,"Chicago, IL","September 23, 2014","November 4, 2015","January 29, 2015",3,2,0,1,2,0,"Yes","Yes","No","Yes","Not long enough. Need to do a lot of learning to catch up with my cofounder who I make look like an R Ninja Warrior!"
2047,"Chicago, IL","October 12, 2017","April 13, 2018","April 14, 2018",2,2,0,0,2,0,"No","No","No","Yes",""
2048,"Chicago, IL","May 18, 2013","May 28, 2014","May 30, 2013",1,1,0,0,1,0,"No","Yes","No","No",""
2049,"Chicago, IL","May 13, 2015","July 10, 2022","October 24, 2019",4,2,0,2,2,0,"No","No","No","Yes",""
2050,"Chicago, IL","November 10, 2011","April 5, 2012","April 5, 2012",2,2,0,0,2,0,"No","No","No","No",""
2051,"Chicago, IL","April 1, 2018","April 6, 2018","April 14, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
2052,"Sunnyvale, CA","June 27, 2016","April 2, 2020","July 25, 2018",5,4,0,1,4,0,"Yes","Yes","No","Yes",""
